Solver,C,Penalty,Iteration,AccuracyNone,MacroAvgPrecisionNone,fprNone,tprNone,AccuracyBalanced,MacroAvgPrecisionBalanced,fprBalanced,tprBalanced,DiffMacroVsBalPrecision,Classes
lbfgs,100.0,l2,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
liblinear,100.0,l2,0,0.8766602741671994,0.8322649193234324,[0.         0.05637009 1.        ],[0.         0.63928341 1.        ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.045991488309509165,['No' 'Yes']
liblinear,100.0,l2,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
liblinear,100.0,l2,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
liblinear,100.0,l2,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
liblinear,100.0,l2,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
liblinear,100.0,l2,2,0.8749387372413646,0.8294184979861087,[0.         0.05894109 1.        ],[0.         0.64272666 1.        ],0.8495173560058812,0.7844429100945123,[0.         0.15147284 1.        ],[0.        0.8529949 1.       ],0.04497558789159639,['No' 'Yes']
sag,100.0,l2,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
sag,100.0,l2,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
sag,100.0,l2,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
sag,100.0,l2,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
sag,100.0,l2,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
sag,100.0,l2,2,0.8749387372413646,0.8294184979861087,[0.         0.05894109 1.        ],[0.         0.64272666 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.04499768704762086,['No' 'Yes']
saga,100.0,l2,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
saga,100.0,l2,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
saga,100.0,l2,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
saga,100.0,l2,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
saga,100.0,l2,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
saga,100.0,l2,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
newton-cg,1.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
newton-cg,1.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
newton-cg,1.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
newton-cg,1.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
newton-cg,1.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
newton-cg,1.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
lbfgs,1.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.8520846651040557,0.7862359911729404,[0.         0.14811948 1.        ],[0.         0.85280826 1.        ],0.046071483345745845,['No' 'Yes']
lbfgs,1.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
lbfgs,1.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
lbfgs,1.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
lbfgs,1.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506254128577212,0.7854316658456113,[0.         0.14930603 1.        ],[0.         0.85038462 1.        ],0.04490818054243406,['No' 'Yes']
lbfgs,1.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.8495173560058812,0.7844429100945123,[0.         0.15147284 1.        ],[0.        0.8529949 1.       ],0.04494995894267373,['No' 'Yes']
sag,1.0,none,0,0.8767313019390581,0.8323500226219811,[0.         0.05637009 1.        ],[0.        0.6396062 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.04607659160805788,['No' 'Yes']
sag,1.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.85300802613822,0.788074702928369,[0.         0.14802317 1.        ],[0.        0.8566383 1.       ],0.04491375952355381,['No' 'Yes']
sag,1.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
sag,1.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
sag,1.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
sag,1.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
saga,1.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
saga,1.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
saga,1.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
saga,1.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
saga,1.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
saga,1.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
newton-cg,10.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
newton-cg,10.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
newton-cg,10.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
newton-cg,10.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
newton-cg,10.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
newton-cg,10.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
lbfgs,10.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.8520846651040557,0.7862359911729404,[0.         0.14811948 1.        ],[0.         0.85280826 1.        ],0.046071483345745845,['No' 'Yes']
lbfgs,10.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
lbfgs,10.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
lbfgs,10.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
lbfgs,10.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506254128577212,0.7854316658456113,[0.         0.14930603 1.        ],[0.         0.85038462 1.        ],0.04490818054243406,['No' 'Yes']
lbfgs,10.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.8495173560058812,0.7844429100945123,[0.         0.15147284 1.        ],[0.        0.8529949 1.       ],0.04494995894267373,['No' 'Yes']
sag,10.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.8520846651040557,0.7862268166180302,[0.         0.14807395 1.        ],[0.         0.85264687 1.        ],0.046080657900656075,['No' 'Yes']
sag,10.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
sag,10.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470416933020811,0.780918316391762,[0.         0.15480905 1.        ],[0.         0.85361125 1.        ],0.04869170314413829,['No' 'Yes']
sag,10.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
sag,10.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
sag,10.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.8495173560058812,0.7844429100945123,[0.         0.15147284 1.        ],[0.        0.8529949 1.       ],0.04494995894267373,['No' 'Yes']
saga,10.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
saga,10.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
saga,10.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
saga,10.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
saga,10.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
saga,10.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
newton-cg,100.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
newton-cg,100.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
newton-cg,100.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
newton-cg,100.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
newton-cg,100.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
newton-cg,100.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
lbfgs,100.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.8520846651040557,0.7862359911729404,[0.         0.14811948 1.        ],[0.         0.85280826 1.        ],0.046071483345745845,['No' 'Yes']
lbfgs,100.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
lbfgs,100.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
lbfgs,100.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
lbfgs,100.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506254128577212,0.7854316658456113,[0.         0.14930603 1.        ],[0.         0.85038462 1.        ],0.04490818054243406,['No' 'Yes']
lbfgs,100.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.8495173560058812,0.7844429100945123,[0.         0.15147284 1.        ],[0.        0.8529949 1.       ],0.04494995894267373,['No' 'Yes']
sag,100.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.8520846651040557,0.7862268166180302,[0.         0.14807395 1.        ],[0.         0.85264687 1.        ],0.046080657900656075,['No' 'Yes']
sag,100.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
sag,100.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
sag,100.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
sag,100.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506680304289459,0.7854763942988352,[0.         0.14925128 1.        ],[0.         0.85038462 1.        ],0.044863452089210165,['No' 'Yes']
sag,100.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
saga,100.0,none,0,0.8766957880531288,0.8323074745186863,[0.         0.05637009 1.        ],[0.        0.6394448 1.       ],0.852120178989985,0.7862734310139232,[0.         0.14807395 1.        ],[0.         0.85280826 1.        ],0.046034043504763034,['No' 'Yes']
saga,100.0,none,1,0.8770509269124228,0.8329884624519228,[0.         0.05704774 1.        ],[0.         0.64504736 1.        ],0.8530435400241494,0.7881120972524136,[0.         0.14797756 1.        ],[0.        0.8566383 1.       ],0.044876365199509216,['No' 'Yes']
saga,100.0,none,2,0.8759499964486114,0.8296100195359003,[0.        0.0587191 1.       ],[0.         0.64404589 1.        ],0.8470061794161517,0.7808820982101163,[0.         0.15485457 1.        ],[0.         0.85361125 1.        ],0.04872792132578396,['No' 'Yes']
saga,100.0,none,0,0.8748108845276907,0.829123353755101,[0.        0.0591311 1.       ],[0.         0.64278846 1.        ],0.8496238999339427,0.7849732224871768,[0.         0.15330286 1.        ],[0.         0.85990385 1.        ],0.04415013126792422,['No' 'Yes']
saga,100.0,none,1,0.8749174284557523,0.8303398463880454,[0.         0.05754332 1.        ],[0.         0.63769231 1.        ],0.8506467216433335,0.785454028581456,[0.         0.14927866 1.        ],[0.         0.85038462 1.        ],0.0448858178065894,['No' 'Yes']
saga,100.0,none,2,0.8749174284557523,0.829392869037186,[0.         0.05894109 1.        ],[0.         0.64263052 1.        ],0.849496047220269,0.7844208109384878,[0.         0.15150022 1.        ],[0.        0.8529949 1.       ],0.0449720580986982,['No' 'Yes']
